ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
VHS Outro ( Interlude ),Y2K Time Capsule ( Interlude ),X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:32,30-Jun-15,30-Jun-15
The Back Roads and the Back Row,The Back Roads & The Back Row,Cole Swindell,Cole Swindell,Cole Swindell,Cole Swindell,"Country , Music , Contemporary Country",Country,$1.29 ,$1.29 ,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,"( C ) 2011 UMG Recordings , Inc.",03:41,03:44,18-Feb-14,18-Feb-14
Fake ( Demo ),Fake [ Demo ],Shinedown,Shinedown,Us and Them ( Deluxe Version ),Us And Them ( Deluxe ) [ Explicit ],"Rock , Music , Metal , Hard Rock , Alternative",Rock,$1.29 ,$1.29 ,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2015 Real Sounds,05:05,05:05,4-Oct-05,4-Oct-05
Money to Blow,Been About Money ( Album Version ( Edited ) ),"Birdman , Lil Wayne & Drake",Birdman,Pricele $ $,Pricele $ $ ( Edited Version ),"Hip-Hop/Rap , Music , Dirty South",Rap & Hip-Hop,$1.29 ,$0.99 ,_ ã_ 2009 Cash Money Records Inc.,( C ) 2009 Cash Money Records Inc.,04:18,04:12,23-Nov-09,23-Nov-09
Club Ca n't Handle Me ( Ridney Remix ),Good Feeling ( Hook N Sling Remix ),Flo Rida,Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,Good Feeling ( Remixes ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,( C ) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear MusicTM,06:10,06:15,17-Aug-10,15-Nov-11
White Horse,White Horse,Taylor Swift,Taylor Swift,Fearless,Fearless,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country","Country , Country Rock , Rock",$1.29 ,$1.29 ,"_ ã_ 2008 Big Machine Records , LLC","( C ) 2008 Big Machine Records , LLC",03:54,03:54,11-Nov-08,11-Nov-08
Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ],Spectrum ( Deniz Koyu Remix ) [ feat . Matthew Koma ],Zedd,Zedd,Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,Spectrum EP,"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2015 Interscope Records,( C ) 2012 Interscope Records,04:15,06:35,10-Jul-15,31-Jul-12
Over When It 's Over,Over When It 's Over,Eric Church,Eric Church,Chief,Chief,"Country , Music , Rock , Contemporary Country , Urban Cowboy",Country,$1.29 ,$1.29 ,"_ ã_ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",( C ) 2011 EMI Records Nashville,02:39,02:39,22-Jul-11,22-Jul-11
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,David Guetta,Nothing But the Beat,Nothing But the Beat 2.0 [ Explicit ],"Dance , Music , Rock , House , Electronic",Dance & Electronic,$1.29 ,$0.99 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2015 Real Sounds,03:34,03:12,26-Aug-11,26-Aug-11
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,David Guetta,Nothing But the Beat,Nothing But the Beat 2.0 [ Explicit ],"Dance , Music , House , Electronic , Rock",Dance & Electronic,$1.29 ,$0.99 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2015 Real Sounds,03:34,03:12,26-Aug-11,26-Aug-11
Nothing Would Be Better,Nothing Would Be Better,Nick Jonas,Nick Jonas,Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],"Pop , Music , Pop/Rock , Rock",Pop,$1.29 ,$1.29 ,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC","( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",04:34,04:34,10-Nov-14,10-Nov-14
VHS Outro ( Interlude ),VHS Outro ( Interlude ) [ Clean ],X Ambassadors,X Ambassadors,VHS,VHS [ Clean ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,01:26,30-Jun-15,30-Jun-15
First - Return to Tackyland,First,Cold War Kids,Cold War Kids,Hold My Home ( Deluxe Edition ),Hold My Home,"Alternative , Music , Indie Rock , Rock",Alternative Rock,$1.29 ,$1.29 ,_ ã_ 2014 Downtown Records,( C ) 2014 Downtown Records,03:26,03:20,11-Sep-15,21-Oct-14
Ease My Mind ( feat . Niki and the Dove ) [ GTA Remix ],Scary Monsters And Nice Sprites ( The Juggernaut Remix ),Skrillex,Skrillex,Ease My Mind v Ragga Bomb Remixes - EP,More Monsters And Sprites EP,"Dance , Music","Dance & Electronic , Dubstep",$1.29 ,$1.29 ,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",2011 Rory Bourke Music Co. ( BMI ),04:41,03:53,24-Nov-14,7-Jun-11
Remember You ( feat . The Weeknd ),Initiation ( feat . Lola Monroe ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,04:29,4-Dec-12,4-Dec-12
Epilogue ( feat . George the Poet ),Hollywood [ feat . Gabrielle ],Naughty Boy,Naughty Boy,Hotel Cabana,Hotel Cabana ( Deluxe Version ) [ Explicit ],"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Pop,$1.29 ,$1.29 ,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,01:28,04:05,6-May-14,6-May-14
January ( feat . Jamie Woon ),Confess To Me [ feat . Jessie Ware ],Disclosure,Disclosure,Settle ( Deluxe Version ),Settle ( Deluxe Edition ),"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2014 Universal Island Records , a division of Universal Music Operations Limited",05:54,04:10,15-Apr-14,15-Apr-14
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:12,24-Nov-14,24-Nov-14
Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],I Own You ( Bonus Track ),Shinedown,Shinedown,The Sound of Madness ( Deluxe Edition ),The Sound of Madness [ Deluxe ],"Rock , Music , Alternative , Grunge , Metal , Hard Rock",Rock,$1.29 ,$1.29 ,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2006 Vanguard,03:47,03:37,24-Jun-08,23-Jun-08
"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ]",Lean On ( Piano Karaoke Accompaniment ) [ Original Key ] [ feat . M_ ÷ ],DJ Snake & Lil Jon,"Major Lazer , DJ Snake","Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ] - Single",Lean On ( Piano Karaoke Accompaniment ) [ feat . M_ü ],"Hip-Hop/Rap , Music",Miscellaneous,$1.29 ,$0.69 ,"2014 Columbia Records , a Division of Sony Music Entertainment",Sing as a star,03:45,03:14,19-May-14,31-Aug-15
Wildest Dreams,Wildest Dreams,Taylor Swift,Taylor Swift,1989,1989,"Pop , Music , Rock",Pop,$1.29 ,$1.29 ,"_ ã_ 2014 Big Machine Records , LLC .","( C ) 2014 Big Machine Records , LLC .",03:40,03:40,27-Oct-14,27-Oct-14
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Choose ( Feat . Ne-Yo & Kelly Rowland ; Continuous Mix Version ),David Guetta,David Guetta,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,03:16,24-Nov-14,21-Aug-09
Second Chance ( Live Acoustic from Kansas City ),If You Only Knew ( Live Acoustic From Kansas City ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,05:06,03:55,18-Apr-11,18-Apr-11
"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Cuando Te Veo Remix Feat . Nicky Jam ( Urban Version ),Nicky Jam,ChocQuibTown feat . Nicky Jam,Nicky Jam Hits,Cuando Te Veo Remix Feat . Nicky Jam,"Latin Urban , Music , Latino","International , Latin Music",$0.99 ,$1.29 ,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,( C ) 2014 Acoda,04:46,03:51,9-Sep-14,17-Apr-15
We Dem Boyz,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",Rap & Hip-Hop,$1.99 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,03:56,05:19,19-Aug-14,19-Aug-14
We Dem Boyz,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",Rap & Hip-Hop,$1.99 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,03:56,05:19,19-Aug-14,19-Aug-14
Remember You ( feat . The Weeknd ),"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,05:20,05:19,4-Dec-12,19-Aug-14
Judas ( Royksopp 's 30 Pieces Remix ),Alejandro ( The Sound of Arrows Remix ),Lady Gaga,Lady Gaga,Born This Way ( The Remix ),The Remix,"Pop , Music , Dance",Pop,Album Only,$1.29 ,2011 Interscope Records,( C ) 2010 Interscope,09:18,03:57,21-Nov-11,3-Aug-10
Do Something Love ( feat . Juliet ),When Love Takes Over ( feat . Kelly Rowland ),David Guetta,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],One Love ( Deluxe Version ),"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Dance & Electronic,$1.29 ,$1.29 ,_ ã_ 2007 Gum Records,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,04:10,03:11,18-Sep-07,21-Aug-09
One Mississippi ( Live from CMT `` Listen Up '' ),One Mississippi,Brett Eldredge,Brett Eldredge,Bring You Back,Bring You Back,"Country , Music , Honky Tonk , Traditional Country , Contemporary Country",Country,$1.29 ,$1.29 ,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2011 Toraay Records,04:10,03:45,6-Aug-13,6-Aug-13
The Motto ( feat . Lil Wayne ) [ Bonus Track ],"Fancy ( Edited ) [ feat . T.I. , Swizz Beatz ]",Drake,Drake,Take Care ( Deluxe Version ),Thank Me Later ( Edited Version ),"Hip-Hop/Rap , Music",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2011 Cash Money Records Inc.,( C ) 2010 Young Money Entertainment/Cash Money Records/Universal Motown,03:01,05:19,15-Nov-11,16-Jun-10
Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ],Scary Monsters And Nice Sprites ( Dirtyphonics Remix ),Skrillex & Diplo,Skrillex,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,More Monsters And Sprites EP,"Dance , Music","Dance & Electronic , Dubstep",$1.29 ,$1.29 ,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2011 Rory Bourke Music Co. ( BMI ),02:31,04:51,16-Jun-15,7-Jun-11
Rashi ( Outro ),Rashi ( Outro ),Mark Ronson,Mark Ronson,Here Comes the Fuzz,Here Comes The Fuzz [ Explicit ],"Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic",Dance & Electronic,$0.99 ,$0.99 ,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,( c ) 2015 Karaoke Freaks,02:01,02:01,29-Aug-03,29-Aug-03
Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ],Lean On ( Fono Remix ) [ feat . M_ ÷ & DJ Snake ],Major Lazer,Major Lazer,Original Don ( feat . The Partysquad ) [ Remixes ] - EP,Lean On ( Remixes ),"Electronic , Music , Dance",Dance & Electronic,$1.29 ,$1.29 ,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,2015 Mad Decent,03:38,05:09,1-Nov-11,10-Jul-15
Clarity ( feat . Foxes ) [ Brillz Remix ],Spectrum ( Arty Remix ) [ feat . Matthew Koma ],Zedd,Zedd,Clarity ( Remixes ) - EP,Spectrum EP,"Dance , Music , Electronic , House",Dance & Electronic,$1.29 ,$1.29 ,2013 Interscope Records,( C ) 2012 Interscope Records,05:57,06:05,12-Feb-13,31-Jul-12
Whateva ( feat . Monty ),679 ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap [ Explicit ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:07,,25-Sep-15
Sunburn ( Bonus Track ),Sunburn ( Deluxe Edition ),Ed Sheeran,Ed Sheeran,#NAME ?,#NAME ?,"Singer/Songwriter , Music",Pop,$1.29 ,$1.29 ,2011 Warner Music UK Limited,Doll records,04:35,04:35,9-Sep-11,9-Sep-11
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],On The Dancefloor ( Feat . Will.I.Am & Apl De Ap ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,03:46,21-Aug-09,21-Aug-09
Available ( feat . Akon ),Available [ Feat . Akon ],Flo Rida,Flo Rida,R.O.O.T.S. ( Deluxe Version ),R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",04:24,04:24,30-Mar-09,30-Mar-09
Pray to God ( feat . HAIM ) [ Calvin Harris vs Mike Pickering Hacienda Remix ],How Deep Is Your Love ( Calvin Harris & R3hab Remix ),Calvin Harris,Calvin Harris & Disciples,Pray to God ( Remixes ) [ feat . HAIM ] - Single,How Deep Is Your Love ( Remixes ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2015 Sony Music Entertainment UK Limited,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",03:43,04:16,26-May-15,7-Aug-15
Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ],How Deep Is Your Love ( Calvin Harris & R3hab Remix ),Calvin Harris,Calvin Harris & Disciples,Thinking About You ( feat . Ayah Marar ) [ Remixes ],How Deep Is Your Love ( Remixes ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2013 Sony Music Entertainment UK Limited,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",05:42,04:16,2-Aug-13,7-Aug-15
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),I Can Only Imagine ( Feat . Chris Brown & Lil Wayne ),David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat,"Dance , Music , Rock , House , Electronic",Dance & Electronic,$1.29 ,$1.29 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,03:34,03:29,26-Aug-11,26-Aug-11
Get Free ( feat . Amber of Dirty Projectors ) [ What So Not Remix ],"Jet Blue Jet ( feat . Leftside , GTA , Razz & Biggy )",Major Lazer,Major Lazer,Free the Universe ( Extended Version ),Free the Universe,"Electronic , Music , Rock , Reggae , Modern Dancehall , Dance",Dance & Electronic,$1.29 ,$1.29 ,_ ã_ 2013 Secretly Canadian / Mad Decent,2013 Secretly Canadian / Mad Decent,04:58,03:19,18-Jun-13,16-Apr-13
Lick It ( Norman Doray Remix ),Make It Bun Dem ( Flinch Remix ),Kaskade & Skrillex,Skrillex & Damian Jr Gong '' Marley '',Lick It ( Remixes ) - EP,Make It Bun Dem After Hours EP,"Dance , Music , Electronic",Dance & Electronic,$1.29 ,$1.29 ,"2012 Ultra Records , Inc.",2015 RGK,06:14,03:55,17-Apr-12,28-Aug-12
Stop Me ( Kissy Sell Out Remix ),I Ca n't Lose ( Lindstr_üm Remix ),Daniel Merriweather & Mark Ronson,Mark Ronson feat . Keyone Starr,Stop Me ( Remixes ) - EP,I Ca n't Lose ( Remixes ) - EP,"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",Pop,$0.99 ,$1.29 ,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,2015 Real Sounds,05:58,07:42,14-Aug-07,3-Jul-15
Stop Me ( Kissy Sell Out Remix ),Stop Me,Daniel Merriweather & Mark Ronson,Mark Ronson feat . Daniel Merriweather,Stop Me ( Remixes ) - EP,Stop Me,"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",Pop,$0.99 ,$0.99 ,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,"( C ) 2014 Lichtdicht Records Under exclusive license in the US to Republic Records , Inc. , A Divison Of UMG Recordings",05:58,03:53,14-Aug-07,16-Mar-07
Clean,Clean,Ryan Adams,Ryan Adams,1989,1989,"Rock , Music",Rock,$1.29 ,$1.29 ,2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,04:23,04:23,21-Sep-15,21-Sep-15
