ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
"information systems research at george mason university sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará","research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",,,sigmod record,acm sigmod record,1997,2002
amicalola report : database and information system research challenges and opportunities in semantic web and enterprises sigmod record 2002,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu","robert meersman , amit p. sheth",,,acm sigmod record,,2002
research activities in database management and information retrieval at the university of illinois at chicago,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu","a. prasad sistla , isabel f. cruz , ashfaq a. khokhar , clement t. yu , bing liu , ouri wolfson",,sigmod record,acm sigmod record,2002,2002
"research in databases and data-intensive applications - computer science department and fzi , university of karlsruhe sigmod record","research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu","birgitta könig-ries , peter c. lockemann",,,acm sigmod record,1997,2002
the database and information system research group at the university of ulm sigmod record,"data and knowledge base research at hong kong university of science and technology p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich acm sigmod record","peter dadam , wolfgang klas",,,,1997,1995
database research at the university of illinois at urbana-champaign 2002,"data and knowledge base research at hong kong university of science and technology p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich acm sigmod record","chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan",,sigmod record,,,1995
"database research at the indian institute of technology , bombay 1996","data and knowledge base research at hong kong university of science and technology p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich acm sigmod record","s. seshadri , nandlal l. sarda , d. b. phatak , s. sudarshan",,sigmod record,,,1995
database research at arizona state university sigmod record 1996,"data and knowledge base research at hong kong university of science and technology p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich acm sigmod record","suzanne w. dietrich , forouzan golshani , susan darling urban",,,,,1995
bridging heterogeneity : research and practice of database middleware technology,"data and knowledge base research at hong kong university of science and technology p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich acm sigmod record","günter sauter , fernando de ferreira rezende",,vldb,,1998,1995
"online scaling in a highly available database svein erik bratsberg , rune humborstad","a scalable and highly available networked database architecture roger bamford , rafiul ahad , angelo pruscino",,,vldb,very large data bases,2001,1999
"a scalable and highly available networked database architecture angelo pruscino , rafiul ahad , roger bamford vldb","a scalable and highly available networked database architecture roger bamford , rafiul ahad , angelo pruscino",,,,very large data bases,1999,1999
"a scalable architecture for autonomous heterogeneous database interactions athman bouguettaya , steven milliner , mike p. papazoglou","a scalable and highly available networked database architecture roger bamford , rafiul ahad , angelo pruscino",,,vldb,very large data bases,1995,1999
"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference","a scalable and highly available networked database architecture roger bamford , rafiul ahad , angelo pruscino",,,,very large data bases,2003,1999
"online scaling in a highly available database svein erik bratsberg , rune humborstad","an ultra highly available dbms svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen",,,vldb,very large data bases,2001,2000
"tutorial : designing an ultra highly available dbms øystein torbjørnsen , svein erik bratsberg sigmod conference","an ultra highly available dbms svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen",,,,very large data bases,2000,2000
"an ultra highly available dbms svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen vldb","an ultra highly available dbms svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen",,,,very large data bases,2000,2000
combining multi-visual features for efficient indexing in a large image database vldb j.,an efficient algorithm for mining association rules in large databases very large data bases,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh","ashoka savasere , edward omiecinski , shamkant b. navathe",,,2001,1995
"mining quantitative association rules in large relational tables ramakrishnan srikant , rakesh agrawal sigmod conference",an efficient algorithm for mining association rules in large databases very large data bases,,"ashoka savasere , edward omiecinski , shamkant b. navathe",,,1996,1995
efficient algorithms for mining outliers from large data sets,an efficient algorithm for mining association rules in large databases very large data bases,"kyuseok shim , sridhar ramaswamy , rajeev rastogi","ashoka savasere , edward omiecinski , shamkant b. navathe",sigmod conference,,2000,1995
fast algorithms for maintaining replica consistency in lazy master replicated databases 1999,an efficient algorithm for mining association rules in large databases very large data bases,"eric simon , esther pacitti , pascale minet","ashoka savasere , edward omiecinski , shamkant b. navathe",vldb,,,1995
"cure : an efficient clustering algorithm for large databases sudipto guha , rajeev rastogi , kyuseok shim 1998",an efficient algorithm for mining association rules in large databases very large data bases,,"ashoka savasere , edward omiecinski , shamkant b. navathe",sigmod conference,,,1995
sampling large databases for association rules 1996,an efficient algorithm for mining association rules in large databases very large data bases,hannu toivonen,"ashoka savasere , edward omiecinski , shamkant b. navathe",vldb,,,1995
