ltable_title,rtable_title,ltable_manufacturer,rtable_manufacturer,ltable_price,rtable_price
peachtree by sage pro accounting 2007,sage ( ptree ) premium accounting accountants edition 2007,sage software,,169.99,492.01
peachtree by sage premium accounting 2007 accountants ' edition,sage ( ptree ) premium accounting accountants edition 2007,sage software,,499.99,492.01
quickbooks premier nonprofit edition 2007,sage ( ptree ) premium accounting accountants edition 2007,intuit,,399.95,492.01
peachtree by sage premium accounting 2007,sage software peachtree pro accounting 2007 software for windows tax & finance software,sage software,,499.99,159.95
peachtree by sage complete accounting 2007,sage software peachtree pro accounting 2007 software for windows tax & finance software,sage software,,269.99,159.95
peachtree by sage premium accounting 2007 accountants ' edition,sage software peachtree pro accounting 2007 software for windows tax & finance software,sage software,,499.99,159.95
peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software peachtree pro accounting 2007 software for windows tax & finance software,sage software,,1199.99,159.95
peachtree by sage premium accounting 2007,laser checks for peachtree ( r ) accounting for windows 8.0-2005,sage software,,499.99,106.29
peachtree by sage complete accounting 2007,laser checks for peachtree ( r ) accounting for windows 8.0-2005,sage software,,269.99,106.29
peachtree by sage premium accounting for nonprofits 2007,laser checks for peachtree ( r ) accounting for windows 8.0-2005,sage software,,599.99,106.29
peachtree by sage pro accounting 2007,laser checks for peachtree ( r ) accounting for windows 8.0-2005,sage software,,169.99,106.29
peachtree by sage premium accounting 2007,peachtree ( r ) compatible continuous checks-office accounting 12.0,sage software,,499.99,121.89
peachtree by sage pro accounting 2007,peachtree ( r ) compatible continuous checks-office accounting 12.0,sage software,,169.99,121.89
peachtree by sage premium accounting 2007,sage software peachtree complete accounting 2007 software for windows tax & finance software,sage software,,499.99,249.95
peachtree by sage complete accounting 2007,sage software peachtree complete accounting 2007 software for windows tax & finance software,sage software,,269.99,249.95
peachtree by sage premium accounting for nonprofits 2007,sage software peachtree complete accounting 2007 software for windows tax & finance software,sage software,,599.99,249.95
peachtree by sage pro accounting 2007,sage software peachtree complete accounting 2007 software for windows tax & finance software,sage software,,169.99,249.95
peachtree by sage premium accounting 2007 accountants ' edition,sage software peachtree complete accounting 2007 software for windows tax & finance software,sage software,,499.99,249.95
peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software peachtree complete accounting 2007 software for windows tax & finance software,sage software,,1199.99,249.95
peachtree by sage premium accounting 2007,myob accountedge 2007,sage software,,499.99,281.99
peachtree by sage complete accounting 2007,myob accountedge 2007,sage software,,269.99,281.99
adobe creative suite cs3 production premium,production prem cs3 mac upgrad,adobe,,1699,808.15
adobe creative suite cs3 production premium upgrade,production prem cs3 mac upgrad,adobe,,799,808.15
adobe flash pro cs3 upgrade [ mac ],production prem cs3 mac upgrad,adobe,,199,808.15
adobe creative suite cs3 production premium,production prem cs3 mac upgrad,adobe,,1699,808.15
adobe creative suite cs3 production premium,adobe premiere pro cs3 academic,adobe,,1699,339.99
adobe premiere pro 2.0,adobe premiere pro cs3 academic,adobe,,849,339.99
adobe creative suite cs3 production premium upgrade,adobe premiere pro cs3 academic,adobe,,799,339.99
adobe photoshop cs3 [ mac ],adobe premiere pro cs3 academic,adobe,,649,339.99
adobe premiere elements 3.0 [ lb ],adobe premiere pro cs3 academic,adobe,,99.99,339.99
adobe premiere elements 3.0,adobe premiere pro cs3 academic,adobe,,161.73,339.99
adobe creative suite cs3 design premium upsell,adobe premiere pro cs3 academic,adobe,,1599,339.99
adobe creative suite cs3 production premium upsell,adobe premiere pro cs3 academic,adobe,,1199,339.99
adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe premiere pro cs3 academic,adobe,,149.99,339.99
adobe photoshop cs3 extended,adobe premiere pro cs3 academic,adobe,,999,339.99
adobe premiere pro cs3,adobe premiere pro cs3 academic,adobe,,799,339.99
adobe creative suite cs3 web premium [ mac ],adobe premiere pro cs3 academic,adobe,,1599,339.99
adobe creative suite cs3 production premium,adobe production studio premium software suite video software bundles,adobe,,1699,1698.95
adobe production studio premium,adobe production studio premium software suite video software bundles,adobe,,1699,1698.95
adobe creative suite cs3 design premium [ mac ],adobe production studio premium software suite video software bundles,adobe,,1799,1698.95
microsoft visual studio team edition for software architect 2005 with msdn premium,adobe production studio premium software suite video software bundles,microsoft,,5479,1698.95
adobe creative suite cs3 design premium upsell,adobe production studio premium software suite video software bundles,adobe,,1599,1698.95
adobe creative suite cs3 production premium upsell,adobe production studio premium software suite video software bundles,adobe,,1199,1698.95
microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,adobe production studio premium software suite video software bundles,microsoft software,,2309,1698.95
adobe creative suite cs3 production premium,adobe production studio premium software suite video software bundles,adobe,,1699,1698.95
total training for adobe creative suite 3 : design premium bundle,adobe production studio premium software suite video software bundles,total training,,299.99,1698.95
adobe creative suite cs3 production premium,sony vegas 7 + dvd production suite software full version video editing and dvd creation,adobe,,1699,426
sony vegas movie studio + dvd 8 platinum edition,sony vegas 7 + dvd production suite software full version video editing and dvd creation,sony media,,129.95,426
digital video and audio production book for vegas 7 + dvd,sony vegas 7 + dvd production suite software full version video editing and dvd creation,sony-pictures-digital-entertainment,,49.35,426
adobe creative suite cs3 production premium,adobe audition 2.0 audio production software music production software,adobe,,1699,348.95
adobe creative suite cs3 production premium upgrade,adobe audition 2.0 audio production software music production software,adobe,,799,348.95
adobe production studio premium,adobe audition 2.0 audio production software music production software,adobe,,1699,348.95
m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,adobe audition 2.0 audio production software music production software,m-audio,,299.99,348.95
adobe creative suite cs3 production premium,adobe audition 2.0 audio production software music production software,adobe,,1699,348.95
adobe audition 2.0 upgrade,adobe audition 2.0 audio production software music production software,adobe,,129,348.95
adobe audition 2.0,adobe audition 2.0 audio production software music production software,adobe,,349,348.95
microsoft sql server developer edition 2005 cd/dvd,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,microsoft software,,49.95,6594.2
microsoft windows server 2003 client additional license for devices 5 pack,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,microsoft,,209,6594.2
microsoft sql server developer edition 2005 cd/dvd,sql server std 2005 5-clt x64 microsoft 228-04013,microsoft software,,49.95,1471.93
microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,sql server std 2005 5-clt x64 microsoft 228-04013,microsoft,,1849,1471.93
computrace lojack for laptops 1 year license ( mac ),lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,absolute software,,49.95,39.95
computrace lojack for laptops 3 year license ( mac ),lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,absolute software,,99.95,39.95
computrace lojack for laptops 4 year subscription,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,absolute software,,119.99,39.95
computrace lojack for laptops : 3 year subscription,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,absolute software,,99.99,39.95
the computrace lojack for laptops computer tracking and loss control solution by,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,lenovo,,,39.95
computrace lojack for laptops 1 year license ( mac ),absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),absolute software,,49.95,41.97
computrace lojack for laptops 3 year license ( mac ),absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),absolute software,,99.95,41.97
computrace lojack for laptops : 1 year subscription,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),absolute software,,49.99,41.97
computrace lojack for laptops : 3 year subscription,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),absolute software,,99.99,41.97
computrace lojack for laptops 1 year license ( mac ),absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,,49.95,85.97
computrace lojack for laptops 3 year license ( mac ),absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,,99.95,85.97
computrace lojack for laptops 4 year subscription,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,,119.99,85.97
computrace lojack for laptops : 1 year subscription,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,,49.99,85.97
computrace lojack for laptops : 3 year subscription,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,,99.99,85.97
the computrace lojack for laptops computer tracking and loss control solution by,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),lenovo,,,85.97
computrace lojack for laptops 1 year license ( mac ),absolute software lfl-n2-48 computrace lojack for laptops 4 year license,absolute software,,49.95,105.68
computrace lojack for laptops 4 year subscription,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,absolute software,,119.99,105.68
computrace lojack for laptops : 1 year subscription,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,absolute software,,49.99,105.68
computrace lojack for laptops : 3 year subscription,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,absolute software,,99.99,105.68
the computrace lojack for laptops computer tracking and loss control solution by,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,lenovo,,,105.68
valuesoft tune transfer for ipod software for windows xp,pinnacle mobile media converter software for windows ipod software,valuesoft,,29.95,29.95
pinnacle mobile media organizer,pinnacle mobile media converter software for windows ipod software,pinnacle,,49.99,29.95
microsoft productivity pack for windows mobile,pinnacle mobile media converter software for windows ipod software,microsoft,,29.99,29.95
pinnacle mobile media converter,pinnacle mobile media converter software for windows ipod software,pinnacle,,29.99,29.95
valuesoft tune transfer for ipod software for windows xp,adobe captivate 2 software for windows presentation software,valuesoft,,29.95,598.95
adobe captivate 2.0,adobe captivate 2 software for windows presentation software,adobe,,1083.95,598.95
valuesoft tune transfer for ipod software for windows xp,pinnacle mobile media organizer software for windows ipod software,valuesoft,,29.95,39.95
pinnacle mobile media converter,pinnacle mobile media organizer software for windows ipod software,pinnacle,,29.99,39.95
route 66 mobile 7 usa/cdn for windows mobile 5,pinnacle mobile media organizer software for windows ipod software,csdc,,149,39.95
valuesoft tune transfer for ipod software for windows xp,iparrot spanish/english phrase translator software for ipod ipod software,valuesoft,,29.95,19.95
valuesoft tune transfer for ipod software for windows xp,pinnacle studio plus v11 video editing software for windows consumer video editing software,valuesoft,,29.95,99.95
valuesoft tune transfer for ipod software for windows xp,corel intervideo windvd 8 gold software for windows authoring software,valuesoft,,29.95,49.95
intervideo windvd 8 platinum,corel intervideo windvd 8 gold software for windows authoring software,corel,,69.99,49.95
valuesoft tune transfer for ipod software for windows xp,splashid windows mobile software for pocket pc,valuesoft,,29.95,29.95
filemaker mobile 8 for palm os and pocket pc,splashid windows mobile software for pocket pc,filemaker,,69,29.95
