ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
dynamic multi-resource load balancing in parallel database systems,parallel database systems 101,"robert marek , erhard rahm",jim gray,vldb,international conference on management of data,1995,1995
paradise : a database system for gis applications,parallel database systems 101,paradise team,jim gray,sigmod conference,international conference on management of data,1995,1995
database systems management and oracle8,parallel database systems 101,c. gregory doherty,jim gray,sigmod conference,international conference on management of data,1998,1995
metu interoperable database system,parallel database systems 101,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",jim gray,sigmod record,international conference on management of data,1995,1995
managing intra-operator parallelism in parallel database systems,parallel database systems 101,"david j. dewitt , manish mehta",jim gray,vldb,international conference on management of data,1995,1995
parallel database systems 101,parallel database systems 101,jim gray,jim gray,sigmod conference,international conference on management of data,1995,1995
database systems - breaking out of the box,parallel database systems 101,"abraham silberschatz , stanley b. zdonik",jim gray,sigmod record,international conference on management of data,1997,1995
towards self-tuning data placement in parallel database systems,parallel database systems 101,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",jim gray,sigmod conference,international conference on management of data,2000,1995
the aditi deductive database system,the ecrc multi database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi","willem jonker , heribert sch &#252; tz",vldb j.,international conference on management of data,1994,1995
the mlpq/gis constraint database system,the ecrc multi database system,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz","willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,2000,1995
the coral deductive system,the ecrc multi database system,"raghu ramakrishnan , s. sudarshan , divesh srivastava , praveen seshadri","willem jonker , heribert sch &#252; tz",vldb j.,international conference on management of data,1994,1995
vxmlr : a visual xml-relational database system,the ecrc multi database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang","willem jonker , heribert sch &#252; tz",vldb,international conference on management of data,2001,1995
the ecrc multi database system,the ecrc multi database system,"heribert schütz , willem jonker","willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,1995,1995
parallel database systems in the 1990 's,the ecrc multi database system,michael j. carey,"willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,1994,1995
metu interoperable database system,the ecrc multi database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar","willem jonker , heribert sch &#252; tz",sigmod record,international conference on management of data,1995,1995
the multidimensional database system rasdaman,the ecrc multi database system,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado","willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,1998,1995
the prototype of the dare system,the ecrc multi database system,"tiziana catarci , giuseppe santucci","willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,2001,1995
"olap , relational , and multidimensional database systems",the ecrc multi database system,george colliat,"willem jonker , heribert sch &#252; tz",sigmod record,international conference on management of data,1996,1995
smooth - a distributed multimedia database system,the ecrc multi database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner","willem jonker , heribert sch &#252; tz",vldb,international conference on management of data,2001,1995
static detection of security flaws in object-oriented databases,"semi-automatic , self-adaptive control of garbage collection rates in object databases",keishi tajima,"jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",sigmod conference,international conference on management of data,1996,1996
garbage collection in object oriented databases using transactional cyclic reference counting,"semi-automatic , self-adaptive control of garbage collection rates in object databases","s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin","jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",vldb,international conference on management of data,1997,1996
"semi-automatic , self-adaptive control of garbage collection rates in object databases","semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook","jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",sigmod conference,international conference on management of data,1996,1996
partition selection policies in object database garbage collection,"semi-automatic , self-adaptive control of garbage collection rates in object databases","benjamin g. zorn , alexander l. wolf , jonathan e. cook","jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",sigmod conference,international conference on management of data,1994,1996
strudel : a web-site management system,using the calanda time series management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu","werner dreyer , angelika kotz dittrich , duri schmidt",sigmod conference,international conference on management of data,1997,1995
constructing the next 100 database management systems,using the calanda time series management system,"andreas geppert , klaus r. dittrich","werner dreyer , angelika kotz dittrich , duri schmidt",sigmod record,international conference on management of data,1994,1995
the araneus web-base management system,using the calanda time series management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","werner dreyer , angelika kotz dittrich , duri schmidt",sigmod conference,international conference on management of data,1998,1995
the mariposa distributed database management system,using the calanda time series management system,jeff sidell,"werner dreyer , angelika kotz dittrich , duri schmidt",sigmod record,international conference on management of data,1996,1995
database management systems and the internet,using the calanda time series management system,susan malaika,"werner dreyer , angelika kotz dittrich , duri schmidt",vldb,international conference on management of data,1996,1995
database systems management and oracle8,using the calanda time series management system,c. gregory doherty,"werner dreyer , angelika kotz dittrich , duri schmidt",sigmod conference,international conference on management of data,1998,1995
the wasa2 object-oriented workflow management system,using the calanda time series management system,"mathias weske , gottfried vossen","werner dreyer , angelika kotz dittrich , duri schmidt",sigmod conference,international conference on management of data,1999,1995
catching the boat with strudel : experiences with a web-site management system,using the calanda time series management system,"jaewoo kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez","werner dreyer , angelika kotz dittrich , duri schmidt",sigmod conference,international conference on management of data,1998,1995
strudel : a web-site management system,anatomy of a native xml base management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu","t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",sigmod conference,the vldb journal -- the international journal on very large data bases,1997,2002
