ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
1466,2010,document management as a database problem,aurora : a data stream management system,rudolf bayer,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",vldb,international conference on management of data,1995,2003,0
688,2010,strudel : a web-site management system,aurora : a data stream management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,1997,2003,0
289,2010,constructing the next 100 database management systems,aurora : a data stream management system,"andreas geppert , klaus r. dittrich","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod record,international conference on management of data,1994,2003,0
22,2010,a query language for a web-site management system,aurora : a data stream management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod record,international conference on management of data,1997,2003,0
11,2010,aurora : a data stream management system,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,2003,2003,1
742,2010,the araneus web-base management system,aurora : a data stream management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,1998,2003,0
2402,2010,relational data sharing in peer-based data management systems,aurora : a data stream management system,"beng chin ooi , yanfeng shu , kian-lee tan","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod record,international conference on management of data,2003,2003,0
398,2010,agflow : agent-based cross-enterprise workflow management system,aurora : a data stream management system,"boualem benatallah , anne h. h. ngu , phuong nguyen , liangzhao zeng","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",vldb,international conference on management of data,2001,2003,0
799,2010,dynamat : a dynamic view management system for data warehouses,aurora : a data stream management system,"nick roussopoulos , yannis kotidis","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,1999,2003,0
2296,2010,the mariposa distributed database management system,aurora : a data stream management system,jeff sidell,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod record,international conference on management of data,1996,2003,0
78,2010,the ores temporal database management system,aurora : a data stream management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,1994,2003,0
987,2010,open object database management systems,aurora : a data stream management system,josé a. blakeley,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,1994,2003,0
393,2010,data grid management systems,aurora : a data stream management system,"arun jagatheesan , arcot rajasekar","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,2003,2003,0
1346,2010,data management for earth system science,aurora : a data stream management system,"james frew , jeff dozier","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod record,international conference on management of data,1997,2003,0
1330,2010,issues in data stream management,aurora : a data stream management system,"lukasz golab , m. tamer özsu","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod record,international conference on management of data,2003,2003,0
1996,2010,stream : the stanford stream data manager,aurora : a data stream management system,"jennifer widom , mayur datar , shivnath babu , justin rosenstein , itaru nishizawa , arvind arasu , keith ito , brian babcock","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod conference,international conference on management of data,2003,2003,0
