ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
2359,1763,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems opher etzion sigmod record,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,,"franz baader , manfred a. jeusfeld , werner nutt",,acm sigmod record,1999.0,1997.0,0
598,238,krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"alexander borgida , martin staudt , vinay k. chaudhri","alex borgida , vinay k. chaudhri , martin staudt",sigmod record,acm sigmod record,,,1
156,238,report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"dan suciu , maurizio lenzerini , daniele nardi , werner nutt","alex borgida , vinay k. chaudhri , martin staudt",sigmod record,acm sigmod record,,,0
1365,238,report on first international workshop on real-time database systems 1996,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"sang hyuk son , kwei-jay lin , azer bestavros","alex borgida , vinay k. chaudhri , martin staudt",sigmod record,acm sigmod record,,,0
2395,238,"webdb ' 98 : international workshop on the web and databases alberto o. mendelzon , paolo atzeni 1998",report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,,"alex borgida , vinay k. chaudhri , martin staudt",sigmod record,acm sigmod record,,,0
1015,238,report on the 1995 international workshop on temporal databases sigmod record,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"arie segev , richard t. snodgrass , christian s. jensen","alex borgida , vinay k. chaudhri , martin staudt",,acm sigmod record,1995.0,,0
2359,238,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems opher etzion sigmod record,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,,"alex borgida , vinay k. chaudhri , martin staudt",,acm sigmod record,1999.0,,0
448,238,"report on the first international workshop an efficient web-based information systems omar boucelma , zoé lacroix sigmod record",report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,,"alex borgida , vinay k. chaudhri , martin staudt",,acm sigmod record,2003.0,,0
1724,238,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases sigmod record 1997,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"manfred a. jeusfeld , franz baader , werner nutt","alex borgida , vinay k. chaudhri , martin staudt",,acm sigmod record,,,0
1066,238,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"manfred a. jeusfeld , hans-joachim lenz , panos vassiliadis , martin staudt","alex borgida , vinay k. chaudhri , martin staudt",sigmod record,acm sigmod record,2003.0,,0
828,238,"report on the 18th british national conference on databases ( bncod ) carole a. goble , brian j. read sigmod record",report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,,"alex borgida , vinay k. chaudhri , martin staudt",,acm sigmod record,2002.0,,0
1274,950,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches vldb j.,parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997,"xiaoyang sean wang , changzhou wang","john c. shafer , rakesh agrawal",,,2001.0,,0
2503,950,parallel mining algorithms for generalized association rules with classification hierarchy 1998,parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997,"masaru kitsuregawa , takahiko shintani","john c. shafer , rakesh agrawal",sigmod conference,,,,0
1765,950,automatic subspace clustering of high dimensional data for data mining applications,parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997,"johannes gehrke , rakesh agrawal , dimitrios gunopulos , prabhakar raghavan","john c. shafer , rakesh agrawal",sigmod conference,,1998.0,,0
1121,950,re-designing distance functions and distance-based applications for high dimensional data charu c. aggarwal,parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997,,"john c. shafer , rakesh agrawal",sigmod record,,2001.0,,0
103,950,"parallel algorithms for high-dimensional similarity joins for data mining applications rakesh agrawal , john c. shafer vldb 1997",parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997,,"john c. shafer , rakesh agrawal",,,,,1
1694,950,"epsilon grid order : an algorithm for the similarity join on massive high-dimensional data florian krebs , christian böhm , bernhard braunmüller , hans-peter kriegel 2001",parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997,,"john c. shafer , rakesh agrawal",sigmod conference,,,,0
1274,1836,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches vldb j.,distance-based indexing for high-dimensional metric spaces 1997,"xiaoyang sean wang , changzhou wang","tolga bozkaya , meral ozsoyoglu",,international conference on management of data,2001.0,,0
661,1836,distance-based indexing for high-dimensional metric spaces sigmod conference,distance-based indexing for high-dimensional metric spaces 1997,"z. meral özsoyoglu , tolga bozkaya","tolga bozkaya , meral ozsoyoglu",,international conference on management of data,1997.0,,1
1572,1836,"local dimensionality reduction : a new approach to indexing high dimensional spaces kaushik chakrabarti , sharad mehrotra",distance-based indexing for high-dimensional metric spaces 1997,,"tolga bozkaya , meral ozsoyoglu",vldb,international conference on management of data,2000.0,,0
272,1836,"the tv-tree : an index structure for high-dimensional data king-ip lin , h. v. jagadish , christos faloutsos 1994",distance-based indexing for high-dimensional metric spaces 1997,,"tolga bozkaya , meral ozsoyoglu",vldb j.,international conference on management of data,,,0
843,1836,the a-tree : an index structure for high-dimensional spaces using relative approximation,distance-based indexing for high-dimensional metric spaces 1997,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima","tolga bozkaya , meral ozsoyoglu",vldb,international conference on management of data,2000.0,,0
1453,1836,"independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , rajeev rastogi , minos n. garofalakis",distance-based indexing for high-dimensional metric spaces 1997,,"tolga bozkaya , meral ozsoyoglu",sigmod conference,international conference on management of data,2001.0,,0
2273,1836,on effective multi-dimensional indexing for strings 2000,distance-based indexing for high-dimensional metric spaces 1997,"nick koudas , h. v. jagadish , divesh srivastava","tolga bozkaya , meral ozsoyoglu",sigmod conference,international conference on management of data,,,0
1885,1836,spatial indexing of high-dimensional data based on relative approximation vldb j. 2002,distance-based indexing for high-dimensional metric spaces 1997,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima","tolga bozkaya , meral ozsoyoglu",,international conference on management of data,,,0
2267,1836,"indexing large metric spaces for similarity search queries z. meral özsoyoglu , tolga bozkaya 1999",distance-based indexing for high-dimensional metric spaces 1997,,"tolga bozkaya , meral ozsoyoglu",acm trans . database syst .,international conference on management of data,,,0
1274,996,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches vldb j.,"a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces roger weber , hans-j &#246; rg schek , stephen blott very large data bases","xiaoyang sean wang , changzhou wang",,,,2001.0,1998.0,0
1274,2059,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches vldb j.,using sets of feature vectors for similarity search on voxelized cad objects,"xiaoyang sean wang , changzhou wang","hans-peter kriegel , stefan brecheisen , peer kr &#246; ger , martin pfeifle , matthias schubert",,international conference on management of data,2001.0,2003.0,0
258,2059,"using extended feature objects for partial similarity retrieval hans-peter kriegel , stefan berchtold , daniel a. keim 1997",using sets of feature vectors for similarity search on voxelized cad objects,,"hans-peter kriegel , stefan brecheisen , peer kr &#246; ger , martin pfeifle , matthias schubert",vldb j.,international conference on management of data,,2003.0,0
