ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
"Because of You Reba Duets Country , Music , Honky Tonk , Contemporary Country","The Fear Of Being Alone ( Album Version ) Reba McEntire ( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",Kelly Clarkson & Reba McEntire,,,Reba # 1 's,,"Country , Contemporary Country",$1.99 ,$1.29 ,"_ ã_ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",,03:42,03:02,18-Sep-07,22-Nov-05
"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap 5:20 4-Dec-12",House In The Hills ( feat . Curren $ y ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:52,,,,,,,$1.99 ,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,,19-Aug-14
"X2CU Jason Derulo Everything Is 4 Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B $ 1.29 2015 Warner Bros. . Records Inc. 5:13",X2CU Jason Derulo Pop 2011 Because Music,,,,Everything Is 4 [ Clean ],,,,$1.29 ,,,,05:14,29-May-15,1-Jun-15
"Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ] Major Lazer Electronic , Music , Dance $ 1.29 1-Nov-11","Powerful ( Michael Calfan Remix ) [ feat . Ellie Goulding ] Powerful ( Remixes ) ( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States 5:27 September 11 , 2015",,Major Lazer,Original Don ( feat . The Partysquad ) [ Remixes ] - EP,,,"Electronica , Dance & Electronic",,$1.29 ,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,,03:38,,,
"I Thought You Knew Country , Music , Honky Tonk , Contemporary Country $ 1.29 1999 Capitol Records Nashville 19-Oct-99","I Thought You Knew Country ( C ) 1999 Capitol Records Nashville 3:51 October 19 , 1999",Keith Urban,Keith Urban,Keith Urban,Keith Urban,,,,$1.29 ,,,03:51,,,
Get Your S ** t Wiz Khalifa _ ã_ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:36,You And Your Friends ( feat . Snoop Dogg & Ty Dolla $ ign ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:06,,,Rolling Papers ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,$1.29 ,$1.29 ,,,,,28-Mar-11,19-Aug-14
"Kill Everybody ( Bare Noize Remix ) Skrillex Dance , Music , House , Electronic","Kill Everybody Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic , Dubstep $ 1.29 ( c ) 2013 Digitop Ltd 4:58 December 21 , 2010",,Skrillex,Scary Monsters and Nice Sprites,,,,$1.29 ,,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",,04:41,,21-Dec-10,
"Love Song Try This Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance 2003 Arista Records , Inc. 10-Nov-03","Love Song Pop $ 0.99 CWM records November 11 , 2003",P!NK,P!nk,,Try This [ Explicit ],,,$0.99 ,,,,02:28,02:27,,
Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,"Extra Extra Credit [ Explicit ] Rap & Hip-Hop April 17 , 2009",,Wiz Khalifa,,Flight School [ Explicit ],"Hip-Hop/Rap , Music",,,$0.99 ,,2013 Mad Decent,,04:03,17-Apr-09,
"Voy a Beber ( feat . ' _ ejo ) [ Remix ] Greatest Hits , Vol . 1 $ 0.99 2014 La Industria Inc licencia a Codiscos S.A.S. 3:44 4-Nov-14","Voy a Beber ( Remix ) $ 0.99 November 4 , 2014",Nicky Jam,Nicky Jam,,"Greatest Hits , Vol . 1","Latin Urban , Music , Latino","International , Latin Music",,,,( C ) 2014 La industria Inc,,03:44,,
Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) $ 1.99 5:20 4-Dec-12,The Bluff ( feat . Cam ` Ron ) [ Clean ] Wiz Khalifa O.N.I.F.C. [ Clean ] Rap & Hip-Hop 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Wiz Khalifa,,,,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,03:48,,4-Dec-12
Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) $ 1.99 5:20 4-Dec-12,"So High ( feat . Ghost Loft ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:09 August 19 , 2014",Wiz Khalifa,Wiz Khalifa,,Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,,
The Back Roads and the Back Row Cole Swindell Cole Swindell $ 1.29 18-Feb-14,"The Back Roads & The Back Row $ 1.29 3:44 February 18 , 2014",,Cole Swindell,,Cole Swindell,"Country , Music , Contemporary Country",Country,,,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,"( C ) 2011 UMG Recordings , Inc.",03:41,,,
VHS Outro ( Interlude ) 2015 KIDinaKORNER/Interscope Records 1:25 30-Jun-15,Moving Day ( Interlude ) X Ambassadors Alternative Rock 0:19,X Ambassadors,,VHS,VHS [ Clean ],"Alternative , Music , Rock , Adult Alternative",,$1.29 ,$1.29 ,,( C ) 2015 KIDinaKORNER/Interscope Records,,,,30-Jun-15
"VHS Outro ( Interlude ) X Ambassadors Alternative , Music , Rock , Adult Alternative $ 1.29 1:25",Moving Day ( Interlude ) X Ambassadors Alternative Rock 0:19,,,VHS,VHS [ Clean ],,,,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,,,30-Jun-15,30-Jun-15
VHS Outro ( Interlude ) 1:25 30-Jun-15,"VHS Outro ( Interlude ) [ Explicit ] VHS [ Explicit ] Alternative Rock ( C ) 2015 KIDinaKORNER/Interscope Records 1:25 June 30 , 2015",X Ambassadors,X Ambassadors,VHS,,"Alternative , Music , Rock , Adult Alternative",,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,,,,,
"VHS Outro ( Interlude ) VHS Alternative , Music , Rock , Adult Alternative 1:25","VHS Outro ( Interlude ) [ Explicit ] VHS [ Explicit ] Alternative Rock ( C ) 2015 KIDinaKORNER/Interscope Records 1:25 June 30 , 2015",X Ambassadors,X Ambassadors,,,,,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,,,,30-Jun-15,
Die in Your Arms $ 1.29 _ ã_ 2012 The Island Def Jam Music Group 3:57 19-Jun-12,"Die In Your Arms ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:57 June 19 , 2012",Justin Bieber,Justin Bieber,Believe ( Deluxe Edition ),Believe,"Pop , Music",,,,,,,,,
"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99","House In The Hills ( feat . Curren $ y ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:52 August 19 , 2014",,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,05:20,,4-Dec-12,
"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99","Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:31",,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,,,,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,05:20,,4-Dec-12,4-Dec-12
Remember You ( feat . The Weeknd ) Wiz Khalifa $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 5:20 4-Dec-12,"Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:31",,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,,$1.29 ,,,,,,4-Dec-12
Backwoods Beauty Queen,Backwoods Beauty Queen Florida Georgia Line Anything Like Me Country 2011 Florida Georgia Line 4:15,Florida Georgia Line,,Anything Like Me - EP,,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",,$0.99 ,$0.99 ,2011 Florida Georgia Line,,04:15,,14-Dec-10,14-Dec-10
"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative $ 1.29 1:25",Moving Day ( Interlude ) X Ambassadors,,,,VHS [ Explicit ],,Alternative Rock,,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,,00:19,30-Jun-15,30-Jun-15
VHS Outro ( Interlude ) VHS 1:25 30-Jun-15,Y2K Time Capsule ( Interlude ) Alternative Rock $ 1.29,X Ambassadors,X Ambassadors,,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",,$1.29 ,,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,,00:32,,30-Jun-15
"The Back Roads and the Back Row Cole Swindell Country , Music , Contemporary Country 3:41",The Back Roads & The Back Row Cole Swindell 3:44,,,Cole Swindell,Cole Swindell,,Country,$1.29 ,$1.29 ,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,"( C ) 2011 UMG Recordings , Inc.",,,18-Feb-14,18-Feb-14
Fake ( Demo ) Us and Them ( Deluxe Version ) 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:05,"Fake [ Demo ] Us And Them ( Deluxe ) [ Explicit ] Rock $ 1.29 October 4 , 2005",Shinedown,Shinedown,,,"Rock , Music , Metal , Hard Rock , Alternative",,$1.29 ,,,2015 Real Sounds,,05:05,4-Oct-05,
"Money to Blow Birdman , Lil Wayne & Drake Pricele $ $ Hip-Hop/Rap , Music , Dirty South _ ã_ 2009 Cash Money Records Inc. 4:18 23-Nov-09",Been About Money ( Album Version ( Edited ) ) Rap & Hip-Hop $ 0.99 ( C ) 2009 Cash Money Records Inc.,,Birdman,,Pricele $ $ ( Edited Version ),,,$1.29 ,,,,,04:12,,23-Nov-09
Club Ca n't Handle Me ( Ridney Remix ) Flo Rida $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 17-Aug-10,"Good Feeling ( Hook N Sling Remix ) Good Feeling ( Remixes ) Dance & Electronic ( C ) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear MusicTM November 15 , 2011",,Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,,"Dance , Music",,,$1.29 ,,,06:10,06:15,,
"White Horse Taylor Swift Fearless Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country $ 1.29 _ ã_ 2008 Big Machine Records , LLC 3:54 11-Nov-08",White Horse Taylor Swift Fearless,,,,,,"Country , Country Rock , Rock",,$1.29 ,,"( C ) 2008 Big Machine Records , LLC",,03:54,,11-Nov-08
Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ] Zedd Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP 10-Jul-15,"Spectrum ( Deniz Koyu Remix ) [ feat . Matthew Koma ] Zedd Spectrum EP Dance & Electronic $ 1.29 ( C ) 2012 Interscope Records July 31 , 2012",,,,,"Dance , Music",,$1.29 ,,2015 Interscope Records,,04:15,06:35,,
"Over When It 's Over Eric Church Country , Music , Rock , Contemporary Country , Urban Cowboy $ 1.29 2:39",Over When It 's Over Chief 2:39,,Eric Church,Chief,,,Country,,$1.29 ,"_ ã_ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",( C ) 2011 EMI Records Nashville,,,22-Jul-11,22-Jul-11
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) David Guetta Nothing But the Beat,"Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ] $ 0.99 2015 Real Sounds August 26 , 2011",,David Guetta,,Nothing But the Beat 2.0 [ Explicit ],"Dance , Music , Rock , House , Electronic",Dance & Electronic,$1.29 ,,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",,03:34,03:12,26-Aug-11,
"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) David Guetta Dance , Music , House , Electronic , Rock $ 1.29","Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ] $ 0.99 2015 Real Sounds August 26 , 2011",,David Guetta,Nothing But the Beat,Nothing But the Beat 2.0 [ Explicit ],,Dance & Electronic,,,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",,03:34,03:12,26-Aug-11,
"Nothing Would Be Better Nick Jonas Pop , Music , Pop/Rock , Rock 2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC 10-Nov-14","Nothing Would Be Better Nick Jonas ( Deluxe ) [ Explicit ] November 10 , 2014",Nick Jonas,Nick Jonas,,,,Pop,$1.29 ,$1.29 ,,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",04:34,04:34,,
VHS Outro ( Interlude ) X Ambassadors VHS $ 1.29 1:25 30-Jun-15,"VHS Outro ( Interlude ) [ Clean ] X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records June 30 , 2015",,,,VHS [ Clean ],"Alternative , Music , Rock , Adult Alternative",,,,2015 KIDinaKORNER/Interscope Records,,,01:26,,
"First - Return to Tackyland Cold War Kids Alternative , Music , Indie Rock , Rock $ 1.29 _ ã_ 2014 Downtown Records 3:26 11-Sep-15",First 3:20,,Cold War Kids,Hold My Home ( Deluxe Edition ),Hold My Home,,Alternative Rock,,$1.29 ,,( C ) 2014 Downtown Records,,,,21-Oct-14
Ease My Mind ( feat . Niki and the Dove ) [ GTA Remix ] Skrillex Ease My Mind v Ragga Bomb Remixes - EP $ 1.29 4:41 24-Nov-14,"Scary Monsters And Nice Sprites ( The Juggernaut Remix ) Skrillex More Monsters And Sprites EP Dance & Electronic , Dubstep $ 1.29 3:53 June 7 , 2011",,,,,"Dance , Music",,,,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",2011 Rory Bourke Music Co. ( BMI ),,,,
Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 5:20 4-Dec-12,"Initiation ( feat . Lola Monroe ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States December 4 , 2012",,Wiz Khalifa,,,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,$1.99 ,,,,,04:29,,
Epilogue ( feat . George the Poet ) Naughty Boy Hotel Cabana 1:28 6-May-14,Hollywood [ feat . Gabrielle ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 4:05,,Naughty Boy,,Hotel Cabana ( Deluxe Version ) [ Explicit ],"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Pop,$1.29 ,$1.29 ,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,,,,,6-May-14
"January ( feat . Jamie Woon ) Electronic , Music _ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited 15-Apr-14","Confess To Me [ feat . Jessie Ware ] Disclosure Settle ( Deluxe Edition ) Electronica , Dance & Electronic $ 1.29 4:10",Disclosure,,Settle ( Deluxe Version ),,,,$1.29 ,,,"( C ) 2014 Universal Island Records , a division of Universal Music Operations Limited",05:54,,,15-Apr-14
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) David Guetta $ 1.29 2015 If Moving Your Mine 3:12 November 24 , 2014",David Guetta,,,Listen ( Deluxe ),,Dance & Electronic,,,,,,,24-Nov-14,
"Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ] Rock , Music , Alternative , Grunge , Metal , Hard Rock 24-Jun-08","I Own You ( Bonus Track ) Rock ( C ) 2006 Vanguard June 23 , 2008",Shinedown,Shinedown,The Sound of Madness ( Deluxe Edition ),The Sound of Madness [ Deluxe ],,,$1.29 ,$1.29 ,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,03:47,03:37,,
"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ] DJ Snake & Lil Jon Hip-Hop/Rap , Music 3:45","Lean On ( Piano Karaoke Accompaniment ) [ Original Key ] [ feat . M_ ÷ ] Major Lazer , DJ Snake Miscellaneous",,,"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ] - Single",Lean On ( Piano Karaoke Accompaniment ) [ feat . M_ü ],,,$1.29 ,$0.69 ,"2014 Columbia Records , a Division of Sony Music Entertainment",Sing as a star,,03:14,19-May-14,31-Aug-15
"Wildest Dreams Pop , Music , Rock $ 1.29 _ ã_ 2014 Big Machine Records , LLC . 3:40 27-Oct-14","Wildest Dreams Taylor Swift 1989 Pop $ 1.29 ( C ) 2014 Big Machine Records , LLC . 3:40",Taylor Swift,,1989,,,,,,,,,,,27-Oct-14
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta $ 1.29 3:20,Choose ( Feat . Ne-Yo & Kelly Rowland ; Continuous Mix Version ) David Guetta Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",,,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",,,03:16,24-Nov-14,21-Aug-09
"Second Chance ( Live Acoustic from Kansas City ) Shinedown Rock , Music , Metal , Alternative , Hard Rock 5:06",If You Only Knew ( Live Acoustic From Kansas City ) ( C ) 2005 MCA Nashville,,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,,Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,,03:55,18-Apr-11,18-Apr-11
"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ] Nicky Jam $ 0.99 4:46","Cuando Te Veo Remix Feat . Nicky Jam ( Urban Version ) $ 1.29 3:51 April 17 , 2015",,ChocQuibTown feat . Nicky Jam,Nicky Jam Hits,Cuando Te Veo Remix Feat . Nicky Jam,"Latin Urban , Music , Latino","International , Latin Music",,,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,( C ) 2014 Acoda,,,9-Sep-14,
We Dem Boyz Wiz Khalifa $ 1.99 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ] Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 5:19",,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",,,,,,,,19-Aug-14,19-Aug-14
